"label","Project_Name","Project_Budget","Client_ID","Domain_Skill","Location_Index","City_Name","Country","ISO","Admin_Name","lat","lng","Client_Name","Project_Budget2"
"RR CDIC REG BY-LAW CHANGES PROJECT PHASE 2 - $803,581","RR CDIC REG BY-LAW CHANGES PROJECT PHASE 2",803581,51,"JS",24,"Hong Kong","Hong Kong","HKG","Hong Kong",22.305,114.185,"Augentius Manila","$803,581"
"TMX POST TRADE MODERNIZATION - $10,666","TMX POST TRADE MODERNIZATION",10665.8,405,"JS",24,"Hong Kong","Hong Kong","HKG","Hong Kong",22.305,114.185,"MUSI","$10,666"
"BILLING AND MONITORING PROGRAM - $255,000","BILLING AND MONITORING PROGRAM",255000,137,"JS",25,"Mumbai","India","IND","Maharashtra",18.9667,72.8333,"Citibank Japan Ltd","$255,000"
"BILL PAYMENT ENHANCEMENT TAJ - $986,500","BILL PAYMENT ENHANCEMENT TAJ",986500,47,"JS",26,"Bangalore","India","IND","Karnataka",12.9699,77.598,"ASX","$986,500"
"CURRENCY REMEDIATION-ESCAPE & ARROW - $32,458,767","CURRENCY REMEDIATION-ESCAPE & ARROW",32458767.29,180,"JS",26,"Bangalore","India","IND","Karnataka",12.9699,77.598,"Deutsche Asset Management","$32,458,767"
"SECURITY-BASED SWAP DEALER - $6,668,142","SECURITY-BASED SWAP DEALER",6668141.9,216,"JS",27,"Jakarta","Indonesia","IDN","Jakarta",-6.2146,106.8451,"Exane SA","$6,668,142"
"BAHAMAS UHNW DATA FEEDS REMEDIATION - $5,046,568","BAHAMAS UHNW DATA FEEDS REMEDIATION",5046568.27,499,"JS",27,"Jakarta","Indonesia","IDN","Jakarta",-6.2146,106.8451,"Reval","$5,046,568"
"MD ESTATE ADMINISTRATION PROCESS - $530,000","MD ESTATE ADMINISTRATION PROCESS",530000,194,"JS",28,"Rome","Italy","ITA","Lazio",41.8931,12.4828,"DTCC","$530,000"
"DATA AUTOMATION AND POOLING - $2,513,014","DATA AUTOMATION AND POOLING",2513014,428,"JS",28,"Rome","Italy","ITA","Lazio",41.8931,12.4828,"Nomura","$2,513,014"
"ECOSYSTEM 14 - $3,168,143","ECOSYSTEM 14",3168143.2,509,"JS",28,"Rome","Italy","ITA","Lazio",41.8931,12.4828,"Royal Bank of Canada","$3,168,143"
"AML KYC ENHANCEMENTS - CB - $2,047,494","AML KYC ENHANCEMENTS - CB",2047494,386,"JS",29,"Milan","Italy","ITA","Lombardy",45.4669,9.19,"Mercer","$2,047,494"
"CBCC CALL BACK POC - $3,948,798","CBCC CALL BACK POC",3948797.8,589,"JS",30,"Tokyo","Japan","JPN","Tokyo",35.6897,139.6922,"Tokyo Financial Exchange","$3,948,798"
"IRELAND PEOPLESOFT - $588,947","IRELAND PEOPLESOFT",588946.8,429,"JS",32,"Kyoto","Japan","JPN","Ky<U+00A8><U+00AD>to",35.0111,135.7669,"NOMURA ASSET MANAGEMENT","$588,947"
"DIGITAL ONBOARDING - $1,515,040","DIGITAL ONBOARDING",1515040.1,298,"JS",33,"Kuala Lumpur","Malaysia","MYS","Kuala Lumpur",3.1478,101.6953,"Ingenious Group","$1,515,040"
"TRADE TIMESTAMP - $857,140","TRADE TIMESTAMP",857140,566,"JS",33,"Kuala Lumpur","Malaysia","MYS","Kuala Lumpur",3.1478,101.6953,"Swedbank Ab","$857,140"
"WINDOW 10 / OFFICE 365 MIGRATION - $4,165,978","WINDOW 10 / OFFICE 365 MIGRATION",4165977.71,614,"JS",34,"Mexico City","Mexico","MEX","Ciudad de Mexico",19.4333,-99.1333,"Vietcombank","$4,165,978"
"THOR STRATEGIC ROADMAP LATAM - $1,388,429","THOR STRATEGIC ROADMAP LATAM",1388429,139,"JS",35,"Manila","Philippines","PHL","Manila",14.5958,120.9772,"Citigroup Custody and Fund Services","$1,388,429"
"AML - SANCTIONS SCREENING LAB SUPPORT - $6,157,951","AML - SANCTIONS SCREENING LAB SUPPORT",6157951.45,412,"JS",37,"Bangkok","Thailand","THA","Krung Thep Maha Nakhon",13.75,100.5167,"NCCPL","$6,157,951"
"RM - 2019 PROJECT EDISON - $90,110","RM - 2019 PROJECT EDISON",90110,35,"JS",39,"London","United Kingdom","GBR","London, City of",51.5072,-0.1275,"Argentina Clearing","$90,110"
"MM DATA CONTROL - PHASE 2 - $223,100","MM DATA CONTROL - PHASE 2",223100,66,"JS",39,"London","United Kingdom","GBR","London, City of",51.5072,-0.1275,"Bank Of England","$223,100"
"GBP DATA LAB - $45,569,768","GBP DATA LAB",45569768.31,470,"JS",39,"London","United Kingdom","GBR","London, City of",51.5072,-0.1275,"Premier Funds","$45,569,768"
"TRIAD AND OMDM JOURNEY AND CARIBBEAN - $1,080,000","TRIAD AND OMDM JOURNEY AND CARIBBEAN",1080000,602,"JS",39,"London","United Kingdom","GBR","London, City of",51.5072,-0.1275,"UK Finance","$1,080,000"
"PAYROLL FOR SCOTIAGBS IN COLOMBIA - $2,844,592","PAYROLL FOR SCOTIAGBS IN COLOMBIA",2844592.5,607,"JS",39,"London","United Kingdom","GBR","London, City of",51.5072,-0.1275,"Vanguard Investments UK","$2,844,592"
"INTERNAL CONTROL MATURITY PROGRAM - $198,790","INTERNAL CONTROL MATURITY PROGRAM",198790,90,"JS",40,"Birmingham","United Kingdom","GBR","Birmingham",52.48,-1.9025,"BNY Mellon","$198,790"
"SECURITIES FINANCING TX REPORTING - $13,408,102","SECURITIES FINANCING TX REPORTING",13408101.5,430,"JS",40,"Birmingham","United Kingdom","GBR","Birmingham",52.48,-1.9025,"Nomura Research Institute","$13,408,102"
"SERVICE MANAGEMENT ENHANCEMENTS - $1,339,540","SERVICE MANAGEMENT ENHANCEMENTS",1339539.5,480,"JS",40,"Birmingham","United Kingdom","GBR","Birmingham",52.48,-1.9025,"Qatar Foundation","$1,339,540"
"APP SECURITY DYNAMIC TEST INFRASTRUCTURE MIGRATION AND EXP - $1,443,200","APP SECURITY DYNAMIC TEST INFRASTRUCTURE MIGRATION AND EXP",1443200.2,616,"JS",40,"Birmingham","United Kingdom","GBR","Birmingham",52.48,-1.9025,"VTB","$1,443,200"
"PEGA CMS ENHANCEMENT - $1,576,246","PEGA CMS ENHANCEMENT",1576246.3,17,"JS",41,"Manchester","United Kingdom","GBR","Manchester",53.4794,-2.2453,"Affiliate Asset Management","$1,576,246"
"CARRIBEAN QFLOW - $1,216,613","CARRIBEAN QFLOW",1216613.4,74,"JS",41,"Manchester","United Kingdom","GBR","Manchester",53.4794,-2.2453,"Barings","$1,216,613"
"WINDOWS/SQL 2008 - CURRENCY REMEDIATION - $3,987,061","WINDOWS/SQL 2008 - CURRENCY REMEDIATION",3987061.3,193,"JS",41,"Manchester","United Kingdom","GBR","Manchester",53.4794,-2.2453,"DST (was IFDS)","$3,987,061"
"SANCTIONS HOTSCAN UPGRADE FOR BESS SAA AND T360 - $222,000","SANCTIONS HOTSCAN UPGRADE FOR BESS SAA AND T360",222000,218,"JS",41,"Manchester","United Kingdom","GBR","Manchester",53.4794,-2.2453,"Expand Consulting","$222,000"
"IST 7-7 SWITCH UPGRADE - $1,358,382","IST 7-7 SWITCH UPGRADE",1358381.77,452,"JS",41,"Manchester","United Kingdom","GBR","Manchester",53.4794,-2.2453,"Openwork","$1,358,382"
"CFCPF COMPLAINTS MANAGEMENT - $2,098,091","CFCPF COMPLAINTS MANAGEMENT",2098090.7,573,"JS",41,"Manchester","United Kingdom","GBR","Manchester",53.4794,-2.2453,"TD Securities","$2,098,091"
"INSIDER THREAT PROGRAM - EMPLOYEE MONITORING - $5,576,598","INSIDER THREAT PROGRAM - EMPLOYEE MONITORING",5576597.6,444,"JS",42,"Leeds","United Kingdom","GBR","Leeds",53.7997,-1.5492,"Objectway","$5,576,598"
"DIVESTITURE OF SIECL INSURANCE BUSINESS - $1,007,969","DIVESTITURE OF SIECL INSURANCE BUSINESS",1007968.7,508,"JS",43,"Newcastle","United Kingdom","GBR","Newcastle upon Tyne",55.0077,-1.6578,"Rowan Dartington","$1,007,969"
"INSTITUTIONALIZE CRYPTOGRAPHIC SERVICES ACROSS THE ENTERPRISE - $973,110","INSTITUTIONALIZE CRYPTOGRAPHIC SERVICES ACROSS THE ENTERPRISE",973109.7,376,"JS",44,"Birstall","United Kingdom","GBR","Leicester",52.6736,-1.12,"London CIV","$973,110"
"MD GEMINI PROJECT - $1,771,350","MD GEMINI PROJECT",1771350,391,"JS",44,"Birstall","United Kingdom","GBR","Leicester",52.6736,-1.12,"Metrosoft","$1,771,350"
"CARIBBEAN FLEX WORKSPACE - $4,052,696","CARIBBEAN FLEX WORKSPACE",4052696.1,601,"JS",44,"Birstall","United Kingdom","GBR","Leicester",52.6736,-1.12,"UBS","$4,052,696"
"DP-NAC-LATAM RETAIL BRANCHES - $660,350","DP-NAC-LATAM RETAIL BRANCHES",660350,579,"JS",45,"Glasgow","United Kingdom","GBR","Glasgow City",55.8609,-4.2514,"The Family Office Co","$660,350"
"WAVE 2.0 ENHANCEMENTS AND PAYMENTS ECOSYSTEM - $1,038,025","WAVE 2.0 ENHANCEMENTS AND PAYMENTS ECOSYSTEM",1038025.1,629,"JS",45,"Glasgow","United Kingdom","GBR","Glasgow City",55.8609,-4.2514,"Willis Towers Watson","$1,038,025"
"PROJECT ATLAS - $266,440","PROJECT ATLAS",266440,205,"JS",46,"Liverpool","United Kingdom","GBR","Liverpool",53.4,-2.9833,"Equiteq","$266,440"
"FY21 ATM REPLACEMENT - $9,862,693","FY21 ATM REPLACEMENT",9862692.6,486,"JS",46,"Liverpool","United Kingdom","GBR","Liverpool",53.4,-2.9833,"Quintet Private Bank","$9,862,693"
"PRODUCT SIMPLIFICATION - $179,500","PRODUCT SIMPLIFICATION",179500.4,506,"JS",46,"Liverpool","United Kingdom","GBR","Liverpool",53.4,-2.9833,"Robert Clifford","$179,500"
"OVERDRAFT PROTECTION RELAUNCH - $145,000","OVERDRAFT PROTECTION RELAUNCH",145000,442,"JS",47,"New York","United States","USA","New York",40.6943,-73.9249,"NYSE Liffe","$145,000"
"MODEL REMEDIATION PROJECT - GAFE - $157,870","MODEL REMEDIATION PROJECT - GAFE",157870,531,"JS",48,"Los Angeles","United States","USA","California",34.1139,-118.4068,"Schroders Private Wealth","$157,870"
"RR NI31-103 DISCOVERY N ANALYSIS - $2,017,736","RR NI31-103 DISCOVERY N ANALYSIS",2017735.7,245,"JS",49,"Chicago","United States","USA","Illinois",41.8373,-87.6862,"Franklin Templeton Investments","$2,017,736"
"TECHNOLOGY RISK INDEX FRAMEWORK IMPLEMENTATION AT MD - $2,022,423","TECHNOLOGY RISK INDEX FRAMEWORK IMPLEMENTATION AT MD",2022422.8,308,"JS",51,"Dallas","United States","USA","Texas",32.7936,-96.7662,"Investment Management Association","$2,022,423"
"COMPLIANCE TRANSFORMATION - EIP PERSONAL CONFLICTS - $1,419,009","COMPLIANCE TRANSFORMATION - EIP PERSONAL CONFLICTS",1419009,331,"JS",51,"Dallas","United States","USA","Texas",32.7936,-96.7662,"JM Finn","$1,419,009"
"GO RSC ESTATES CENTRE OF EXPERTISE - $5,365,896","GO RSC ESTATES CENTRE OF EXPERTISE",5365896.41,17,"JS",52,"Philadelphia","United States","USA","Pennsylvania",40.0077,-75.1339,"Affiliate Asset Management","$5,365,896"
"IBM SOFTWARE SUPPORT AND REMIDATION - $1,449,386","IBM SOFTWARE SUPPORT AND REMIDATION",1449385.5,363,"JS",52,"Philadelphia","United States","USA","Pennsylvania",40.0077,-75.1339,"Letter One","$1,449,386"
"AML SANCTIONS - GLOBAL OPS - $711,038","AML SANCTIONS - GLOBAL OPS",711038,194,"JS",53,"Houston","United States","USA","Texas",29.7863,-95.3889,"DTCC","$711,038"
"RO RA CL ENHANCEMENTS AND TRANSITION TO BAU - $1,676,935","RO RA CL ENHANCEMENTS AND TRANSITION TO BAU",1676934.8,151,"JS",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"Columbia Threadneedle Investments Ltd","$1,676,935"
"SAN CURRENCY - $1,321,955","SAN CURRENCY",1321954.9,285,"JS",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"Hurley Partners LLP","$1,321,955"
"STRATEGIC POLICY MANAGEMENT - $530,011","STRATEGIC POLICY MANAGEMENT",530011,592,"JS",54,"Atlanta","United States","USA","Georgia",33.7627,-84.4224,"TPEX","$530,011"
"SCS COLOMBIA - $185,920","SCS COLOMBIA",185920,128,"JS",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"Chartered Banker Institute","$185,920"
"EMV DEBIT MASTERCARD MIGRATION CARIBBEAN - JAMAICA - $903,227","EMV DEBIT MASTERCARD MIGRATION CARIBBEAN - JAMAICA",903226.7,168,"JS",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"CSC","$903,227"
"API MARKETPLACE ENABLEMENT PROGRAM - $436,720","API MARKETPLACE ENABLEMENT PROGRAM",436720,329,"JS",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"JHC","$436,720"
"WESTERN UNION HOST TO HOST PROJECT - $1,262,653","WESTERN UNION HOST TO HOST PROJECT",1262653.41,540,"JS",55,"Washington","United States","USA","District of Columbia",38.9047,-77.0163,"SG Hambros","$1,262,653"
"BENCHMARK RATE REFORM - ENTERPRISE - $25,907,737","BENCHMARK RATE REFORM - ENTERPRISE",25907736.87,246,"JS",56,"Boston","United States","USA","Massachusetts",42.3188,-71.0846,"Freshfield Bruckhaus Deringer","$25,907,737"
"MD INSURANCE PLATFORM CENTRALIZATION - $6,438,641","MD INSURANCE PLATFORM CENTRALIZATION",6438641.2,404,"JS",56,"Boston","United States","USA","Massachusetts",42.3188,-71.0846,"Murex","$6,438,641"
"HIGH LEVEL FORECAST PHASE 2 - $1,008,462","HIGH LEVEL FORECAST PHASE 2",1008462.35,451,"JS",56,"Boston","United States","USA","Massachusetts",42.3188,-71.0846,"Omnis Investments Ltd","$1,008,462"
"CDIC RESOLUTION PLANNING GBM - $174,952","CDIC RESOLUTION PLANNING GBM",174951.9,470,"JS",57,"Phoenix","United States","USA","Arizona",33.5722,-112.0891,"Premier Funds","$174,952"
"RR CDIC REG BY-LAW CHANGES PROJECT PHASE 2 WEALTH - $46,000","RR CDIC REG BY-LAW CHANGES PROJECT PHASE 2 WEALTH",46000,511,"JS",58,"Seattle","United States","USA","Washington",47.6211,-122.3244,"Royal Mail Pension Scheme","$46,000"
"CHANNEL OPTIMIZATION - $365,774","CHANNEL OPTIMIZATION",365774.4,142,"JS",60,"San Jose","United States","USA","California",37.3019,-121.8486,"Clara","$365,774"
"CAMRA REPLACEMENT CERBERSTOP LOSS - $8,342,353","CAMRA REPLACEMENT CERBERSTOP LOSS",8342352.9,256,"JS",60,"San Jose","United States","USA","California",37.3019,-121.8486,"Global Financial Markets Association","$8,342,353"
"PROJECT PASCAL PHASE II - $2,180,000","PROJECT PASCAL PHASE II",2180000,451,"JS",60,"San Jose","United States","USA","California",37.3019,-121.8486,"Omnis Investments Ltd","$2,180,000"
"MX FX TRANSFORMATION - WALLSTREET CANADIAN RESOURCES - $2,042,500","MX FX TRANSFORMATION - WALLSTREET CANADIAN RESOURCES",2042500,534,"JS",60,"San Jose","United States","USA","California",37.3019,-121.8486,"SEB","$2,042,500"
"MODEL VALIDATION OUTSOURCING SUPPORT - GRM - $4,086,235","MODEL VALIDATION OUTSOURCING SUPPORT - GRM",4086235.28,568,"JS",60,"San Jose","United States","USA","California",37.3019,-121.8486,"Tactex","$4,086,235"
"BUSINESS BANKING DAILY LOAN FEEDS - $10,634,655","BUSINESS BANKING DAILY LOAN FEEDS",10634655.07,202,"JS",61,"Cleveland","United States","USA","Ohio",41.4767,-81.6804,"EPAM","$10,634,655"
"MM HYPERION - GWM APPLICATION - $15,232,884","MM HYPERION - GWM APPLICATION",15232883.8,542,"JS",61,"Cleveland","United States","USA","Ohio",41.4767,-81.6804,"SGX","$15,232,884"
"TAMLO AML - CUSTOMER RISK RATING - IB - $638,350","TAMLO AML - CUSTOMER RISK RATING - IB",638350,327,"JS",62,"Pittsburgh","United States","USA","Pennsylvania",40.4396,-79.9762,"Jetstone Asset Management","$638,350"
"DIVESTITURE OF SCOTIABANK (BELIZE) TSA SETUP - $9,033,649","DIVESTITURE OF SCOTIABANK (BELIZE) TSA SETUP",9033649,483,"ML",1,"Sydney","Australia","AUS","New South Wales",-33.865,151.2094,"Quick","$9,033,649"
"MD FINANCIAL - PIC CUSTODY TRANSITION TO SCOTIATRUST - $1,027,216","MD FINANCIAL - PIC CUSTODY TRANSITION TO SCOTIATRUST",1027216.5,522,"ML",1,"Sydney","Australia","AUS","New South Wales",-33.865,151.2094,"Sanlam","$1,027,216"
"RE TECH CBB BURLINGTON EXPANSION 1002 SKYVIEW - $4,702,517","RE TECH CBB BURLINGTON EXPANSION 1002 SKYVIEW",4702516.7,1,"ML",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"A J Bell Securities","$4,702,517"
"SCS MEXICO - $180,767","SCS MEXICO",180767.17,70,"ML",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"Banking Standards Board","$180,767"
"RISK RATING - CREDITLENS - $1,080,000","RISK RATING - CREDITLENS",1080000,235,"ML",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"First State Investments","$1,080,000"
"PROJECT SATURN - CASITRON TO RLP - $233,022","PROJECT SATURN - CASITRON TO RLP",233022,604,"ML",2,"Melbourne","Australia","AUS","Victoria",-37.8136,144.9631,"Unicredit","$233,022"
"ADVICEPLANYWHERE PROGRAM - $13,301,011","ADVICEPLANYWHERE PROGRAM",13301011.33,233,"ML",3,"Brisbane","Australia","AUS","Queensland",-27.4678,153.0281,"First Names Group","$13,301,011"
"IB AML PROGRAM OFFICE - $3,041,354","IB AML PROGRAM OFFICE",3041353.9,490,"ML",3,"Brisbane","Australia","AUS","Queensland",-27.4678,153.0281,"Rathbones","$3,041,354"
"GBM PAC MUREX IMPLEMENTATION MEXICO - $3,926,387","GBM PAC MUREX IMPLEMENTATION MEXICO",3926387.45,501,"ML",3,"Brisbane","Australia","AUS","Queensland",-27.4678,153.0281,"RICS","$3,926,387"
"OML PERU TORONTO IT - $163,819","OML PERU TORONTO IT",163818.71,71,"ML",4,"Perth","Australia","AUS","Western Australia",-31.9522,115.8589,"Barclaycard","$163,819"
"IB SMALL BUSINESS CAPITAL OPTIMIZATION INITIATIVE - $2,986,035","IB SMALL BUSINESS CAPITAL OPTIMIZATION INITIATIVE",2986034.9,180,"ML",5,"Adelaide","Australia","AUS","South Australia",-34.9289,138.6011,"Deutsche Asset Management","$2,986,035"
"TCI REGULATORY REPORTING AUTOMATION PROJECT - $854,636","TCI REGULATORY REPORTING AUTOMATION PROJECT",854636.4,264,"ML",5,"Adelaide","Australia","AUS","South Australia",-34.9289,138.6011,"Hampden Group","$854,636"
"CONFIRMATIONS HUB PHASE 2 - $4,882,964","CONFIRMATIONS HUB PHASE 2",4882964.37,221,"ML",8,"Vancouver","Canada","CAN","British Columbia",49.25,-123.1,"Falcon Private Wealth","$4,882,964"
"CBB 650 WEST GEORGIA VANCOUVER EXPANSION - $800,201","CBB 650 WEST GEORGIA VANCOUVER EXPANSION",800201.47,357,"ML",8,"Vancouver","Canada","CAN","British Columbia",49.25,-123.1,"Lancashire County Council","$800,201"
"BENCHMARK RATE REFORM - IB - $2,149,200","BENCHMARK RATE REFORM - IB",2149200,290,"ML",9,"Calgary","Canada","CAN","Alberta",51.05,-114.0667,"Ignis","$2,149,200"
"MD FINANCIAL - FINANCE SYSTEM INTEGRATION - $1,618,919","MD FINANCIAL - FINANCE SYSTEM INTEGRATION",1618918.6,315,"ML",10,"Edmonton","Canada","CAN","Alberta",53.5344,-113.4903,"ITM","$1,618,919"
"IB AML PAYMENT SCANNING - $235,296","IB AML PAYMENT SCANNING",235295.7,68,"ML",11,"Ottawa","Canada","CAN","Ontario",45.4247,-75.695,"Bank of Valetta","$235,296"
"CONFIRMATIONS HUB PHASE III - $3,612,582","CONFIRMATIONS HUB PHASE III",3612581.7,486,"ML",12,"Shanghai","China","CHN","Shanghai",31.1667,121.4667,"Quintet Private Bank","$3,612,582"
"IMPLEMENT DNS PROTECTION (CISCO UMBRELLA) - $2,003,340","IMPLEMENT DNS PROTECTION (CISCO UMBRELLA)",2003340,509,"ML",12,"Shanghai","China","CHN","Shanghai",31.1667,121.4667,"Royal Bank of Canada","$2,003,340"
"VISA AND MASTERCARD APRIL 2021 COMPLIANCE - $211,770","VISA AND MASTERCARD APRIL 2021 COMPLIANCE",211770,180,"ML",13,"Guangzhou","China","CHN","Guangdong",23.1288,113.259,"Deutsche Asset Management","$211,770"
"RM 2021 MSB MAINTENANCE - $5,143,419","RM 2021 MSB MAINTENANCE",5143418.7,462,"ML",13,"Guangzhou","China","CHN","Guangdong",23.1288,113.259,"Pension Protection Fund","$5,143,419"
"INITIAL MARGIN PROGRAM - $606,949","INITIAL MARGIN PROGRAM",606949.39,104,"ML",14,"Beijing","China","CHN","Beijing",39.905,116.3914,"Brooks Macdonald","$606,949"
"MM CHARLES RIVER UPGRADE & CLOUD MIGRATION - $1,965,790","MM CHARLES RIVER UPGRADE & CLOUD MIGRATION",1965790.4,285,"ML",14,"Beijing","China","CHN","Beijing",39.905,116.3914,"Hurley Partners LLP","$1,965,790"
"RM INTERGRATION PROJECT JFL ITS - $392,500","RM INTERGRATION PROJECT JFL ITS",392500,53,"ML",15,"Bogota","Colombia","COL","Bogota",4.6126,-74.0705,"Australian Securities Exchange","$392,500"
"ICON - $1,538,088","ICON",1538088.4,526,"ML",15,"Bogota","Colombia","COL","Bogota",4.6126,-74.0705,"Saranac Partners","$1,538,088"
"BB - ENTERPRISE REPOSITORY FY 2021 ENHANCEMENTS - $5,603,584","BB - ENTERPRISE REPOSITORY FY 2021 ENHANCEMENTS",5603583.55,84,"ML",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"Bloomberg London","$5,603,584"
"SWC - RIGHTFAX 10.5 TO 16 UPGRADE - $211,055","SWC - RIGHTFAX 10.5 TO 16 UPGRADE",211055,122,"ML",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"Castle Trust","$211,055"
"SHAREHOLDER RIGHTS DIRECTIVE - SRD II - $475,001","SHAREHOLDER RIGHTS DIRECTIVE - SRD II",475001.1,425,"ML",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"NNIP","$475,001"
"AML RISK DATA LAB - F21 - $1,301,672","AML RISK DATA LAB - F21",1301672,427,"ML",16,"Cairo","Egypt","EGY","Al Qahirah",30.0561,31.2394,"Nodal","$1,301,672"
"COMMUNITY INVESTMENT DIGITAL PLATFORM - $11,467,540","COMMUNITY INVESTMENT DIGITAL PLATFORM",11467539.8,168,"ML",17,"Paris","France","FRA","lle-de-France",48.8566,2.3522,"CSC","$11,467,540"
"CLOUD CAPABILITIES - CDP REPLACEMENT - $244,000","CLOUD CAPABILITIES - CDP REPLACEMENT",244000,172,"ML",17,"Paris","France","FRA","lle-de-France",48.8566,2.3522,"Cutter Associates US","$244,000"
"CANADIAN TSYS INTEGRATION - $1,169,620","CANADIAN TSYS INTEGRATION",1169620.3,238,"ML",17,"Paris","France","FRA","lle-de-France",48.8566,2.3522,"Fiske plc","$1,169,620"
"LEO RATIONALIZATION PROGRAM - $899,066","LEO RATIONALIZATION PROGRAM",899066.5,204,"ML",18,"Nice","France","FRA","Provence-Alpes-Cote dAzur",43.7034,7.2663,"Equiom Group","$899,066"
"RM ADS FY21 YEAR END TAX - $640,000","RM ADS FY21 YEAR END TAX",640000,212,"ML",18,"Nice","France","FRA","Provence-Alpes-Cote dAzur",43.7034,7.2663,"European Banking Authority","$640,000"
"ISSUES MANAGEMENT ALIGNMENT PROJECT -IMAP - $1,059,000","ISSUES MANAGEMENT ALIGNMENT PROJECT -IMAP",1058999.9,308,"ML",18,"Nice","France","FRA","Provence-Alpes-Cote dAzur",43.7034,7.2663,"Investment Management Association","$1,059,000"
"GLOBAL COLLECTIONS DIALER - CANADA ROLLOUT - $1,079,263","GLOBAL COLLECTIONS DIALER - CANADA ROLLOUT",1079263,21,"ML",19,"Toulouse","France","FRA","Occitanie",43.6045,1.444,"Allianz Insurance","$1,079,263"
"AML - CRR MODEL DEVELOPMENT AND IMPLEMENTATION - $15,469,988","AML - CRR MODEL DEVELOPMENT AND IMPLEMENTATION",15469988.21,30,"ML",19,"Toulouse","France","FRA","Occitanie",43.6045,1.444,"Aon Hewitt Limited","$15,469,988"
"REPLACE C6 WITH CRYPTOMATHIC FOR PAYMENT KEY ISSUANCE - $530,000","REPLACE C6 WITH CRYPTOMATHIC FOR PAYMENT KEY ISSUANCE",530000,258,"ML",19,"Toulouse","France","FRA","Occitanie",43.6045,1.444,"Goldman Sachs","$530,000"
"QUEENS QUAY RECONFIGURATION - $420,000","QUEENS QUAY RECONFIGURATION",420000,215,"ML",20,"Marseille","France","FRA","Provence-Alpes-Cote dAzur",43.2964,5.37,"European Securities and Markets Authority (ESMA)","$420,000"
"RM IP SPRING 2021 RELEASE - $134,000","RM IP SPRING 2021 RELEASE",134000,438,"ML",20,"Marseille","France","FRA","Provence-Alpes-Cote dAzur",43.2964,5.37,"Nutmeg","$134,000"
"NCR - CANADIAN RETAIL AIRB - $7,890,375","NCR - CANADIAN RETAIL AIRB",7890375,105,"ML",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"Brown Advisory","$7,890,375"
"CYBERCRIME INVESTIGATIONS - TECHNOLOGY REFRESH - $3,250,916","CYBERCRIME INVESTIGATIONS - TECHNOLOGY REFRESH",3250916.07,530,"ML",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"Schroders","$3,250,916"
"DIVESTITURE OF SCOTIABANK (BELIZE) LIMITED - $54,721","DIVESTITURE OF SCOTIABANK (BELIZE) LIMITED",54720.8,536,"ML",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"Securities Board of Nepal","$54,721"
"BROKER COMMUNICATION WEBSITE UPGRADE - $13,359,816","BROKER COMMUNICATION WEBSITE UPGRADE",13359816.27,579,"ML",21,"Berlin","Germany","DEU","Berlin",52.5167,13.3833,"The Family Office Co","$13,359,816"
"WP2020- WAVE O - WIFI - $1,997,807","WP2020- WAVE O - WIFI",1997807,139,"ML",22,"Hamburg","Germany","DEU","Hamburg",53.55,10,"Citigroup Custody and Fund Services","$1,997,807"
"OMNIPAY - AMEX GNS MIGRATION CARIBBEAN - $1,785,053","OMNIPAY - AMEX GNS MIGRATION CARIBBEAN",1785052.7,268,"ML",22,"Hamburg","Germany","DEU","Hamburg",53.55,10,"Harvard","$1,785,053"
"SPEECH ANALYTICS CANADA - $248,435","SPEECH ANALYTICS CANADA",248434.77,352,"ML",23,"Munich","Germany","DEU","Bavaria",48.1372,11.5755,"Knadel","$248,435"
"ENTERPRISE INVESTMENT DATA MANAGEMENT - $805,000","ENTERPRISE INVESTMENT DATA MANAGEMENT",805000,395,"ML",23,"Munich","Germany","DEU","Bavaria",48.1372,11.5755,"Mirabaud Asset Management","$805,000"
"MM CC REG AND MAINT ANNUAL NETWORK MANDATE - $3,478,000","MM CC REG AND MAINT ANNUAL NETWORK MANDATE",3478000,447,"ML",23,"Munich","Germany","DEU","Bavaria",48.1372,11.5755,"Ocorian","$3,478,000"
"IBM VFILER REPATRIATION - $28,022,799","IBM VFILER REPATRIATION",28022799.4,366,"ML",24,"Hong Kong","Hong Kong","HKG","Hong Kong",22.305,114.185,"Link Asset Services","$28,022,799"
"SS WEALTH MOBILE DEVELOPMENT - $363,776","SS WEALTH MOBILE DEVELOPMENT",363775.7,430,"ML",24,"Hong Kong","Hong Kong","HKG","Hong Kong",22.305,114.185,"Nomura Research Institute","$363,776"
